pm25,pm10,o3,co,no2,region_class
0.6185584639268980,37.69375573236710,45.94278540767120,268.49490889584100,52.03771977833930,0
11.109762464688700,17.031640113626900,7.924614336126570,277.55507899183200,50.60391393582070,0
7.374104690501580,12.628935931355400,21.074459809961900,64.91530534588710,9.986848263433230,0
7.870381700724410,42.818333500884300,39.46923509512270,132.29575154854100,43.65397998824850,0
1.9603052030127000,5.737399296023870,19.703937862617300,487.9049131171150,2.27637835522054,0
11.363987950406400,46.52383183059970,43.59812151696500,61.96614862720750,40.28305737933360,0
2.7034482704038000,10.31021962155260,36.3502511208293,15.628700820478900,26.285524702156500,0
8.802425349789570,39.33017443258220,24.766204742144500,405.98385966684800,48.92177764187920,0
5.294451318427700,9.242480517517040,23.83528042825350,270.7709739557060,45.144538296917400,0
2.668090524733020,45.179171730562600,27.993222895145000,324.4513815740990,1.2610661538112300,0
4.489077022015300,28.24863380930610,10.173731936417000,66.04946839351510,17.733934642811000,0
9.248303762766730,15.281065256272300,41.84732794642440,282.7098997082670,7.996171032677030,0
7.3793846883231500,34.841076109807400,13.108924575433800,284.64794239464400,11.303663121713700,0
0.03051635197938520,19.44463104100590,52.968260057775300,307.1375874080490,33.15637618392460,0
1.2821682006563700,16.763741865888200,4.773564612108780,168.08710336796000,14.58588037705220,0
8.020701813630700,31.675150229211400,36.003064304575200,266.48487450158000,32.5952692060412,0
0.05844386279068250,27.957560009386900,49.391637721984700,417.23741214421600,18.094154869502700,0
1.721808130187560,37.91035471265170,9.985125999861530,427.3122881971360,28.154903371086300,0
4.973677488752740,52.50447483472970,52.61285533003660,187.40711385292500,38.552333670000700,0
6.740635434819780,30.340773231147600,5.039910858432380,131.27396174235100,2.42704246567386,0
4.2900160713999200,2.3610747295133800,40.53217045848650,284.6771652049780,11.402940949393300,0
2.4690204804122000,21.210274708523200,46.49037618808890,253.35297439796400,35.78257303796990,0
9.2226140169805,11.354549028258800,22.052981841953400,37.961994941698600,45.143882697076800,0
10.611901309188200,43.60347462501360,38.95910372044210,456.9533945100320,37.78942203422000,0
8.250493800435210,38.07753733982370,10.514980065423100,247.2481135766460,23.05229075065150,0
4.4283494106044100,12.852940069391200,43.99259982178580,256.19266198809200,37.75088957208030,0
4.715308253860570,3.48355800321063,2.342528430079490,227.19470206486700,4.739386441998640,0
4.43660176996829,23.734596485504300,18.91567963151480,282.0831954299540,9.445611847384080,0
6.717518434361650,34.18638451411010,28.17085879480360,252.4992217812330,25.747751047521200,0
1.5629706965152900,5.850879254608420,2.7120620697516500,133.0117077056460,13.989727127031800,0
9.22990968781017,0.553511307935515,36.67383633661910,134.37876927024800,35.77861448957720,0
2.738971918435940,4.710849873454530,4.22404146760265,11.03266243098040,34.62994130526300,0
2.8924402493695700,15.166667192359100,5.441043256511320,360.6499940303450,23.079273946765800,0
9.980279672370540,0.8025746611672260,19.138856076950000,377.7564560323950,22.139583242696300,0
9.37493372092981,34.41085984072420,49.54259601011900,169.55167995340600,8.859382313118250,0
0.04405512691312690,35.85979997891430,44.228654122561500,474.5027299359700,22.63510797541740,0
3.2879614509760700,9.190435354747440,47.9810127265667,162.71144552786900,11.976730989504300,0
0.37012925418622500,44.07410009234460,25.15422276036220,414.17894664015200,39.849606905295100,0
4.790125924100430,11.66534719385710,10.472039269469900,468.2441247624820,20.463486788158900,0
